incident_id,offense_id,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC
202086769,2.02087E+14,1212,0,robbery-car-jacking,robbery,2/9/2020 1:30,2/9/2020 1:41,2/9/2020 1:41,,3135674,1699088,-105.0174722,39.7518125,1,121,jefferson-park,1,0
2017783130,2.01778E+15,1212,0,robbery-car-jacking,robbery,11/21/2017 20:45,11/21/2017 21:30,11/21/2017 22:00,2300 BLK WELTON ST,3145609,1698925,-104.9821422,39.7512148,6,621,five-points,1,0
2018295326,2.0183E+15,1212,0,robbery-car-jacking,robbery,5/3/2018 1:15,,5/3/2018 3:06,3000 BLK N LAFAYETTE ST,3148656,1702274,-104.9712365,39.7603602,2,211,whittier,1,0
2020479125,2.02048E+15,1212,0,robbery-car-jacking,robbery,8/8/2020 12:18,,8/8/2020 13:20,200 BLK W COLFAX AVE,3143348,1695004,-104.9902615,39.7404861,6,611,cbd,1,0
2021490818,2.02149E+15,1212,0,robbery-car-jacking,robbery,8/24/2021 0:01,,8/26/2021 16:17,21601 E 51ST PL,3214742,1713553,-104.7358431,39.7900314,5,523,gateway-green-valley-ranch,1,0
2021344692,2.02134E+15,1212,0,robbery-car-jacking,robbery,6/17/2021 22:08,,6/17/2021 22:57,4600 BLK N PENNSYLVANIA ST,3145732,1709681,-104.9814864,39.7807398,1,112,globeville,1,0
2018688824,2.01869E+15,1212,0,robbery-car-jacking,robbery,10/7/2018 17:20,,10/7/2018 19:49,E EVANS AVE / S MONROE ST,3156186,1672470,-104.9451007,39.6784191,3,314,university-park,1,0
2020512003,2.02051E+15,1212,0,robbery-car-jacking,robbery,8/24/2020 0:40,,8/24/2020 2:37,550 N ALTON WAY,3174924,1689116,-104.8781253,39.7237826,3,321,lowry-field,1,0
2017339362,2.01734E+15,1212,0,robbery-car-jacking,robbery,5/25/2017 12:22,5/25/2017 12:23,5/25/2017 12:51,E ELLSWORTH AVE / N CORONA ST/OGDEN ALLEY,3147807,1686304,-104.9745848,39.7165332,3,311,speer,1,0
2020690058,2.02069E+15,1212,0,robbery-car-jacking,robbery,11/22/2020 21:00,11/22/2020 22:00,11/23/2020 19:29,W MISSISSIPPI AVE / S FEDERAL BLVD,3133645,1679018,-105.0250614,39.6967456,4,421,mar-lee,1,0
2020580215,2.02058E+15,1212,0,robbery-car-jacking,robbery,9/27/2020 15:45,,9/27/2020 16:41,3227 S PARKER RD,3182345,1665464,-104.8523432,39.6587107,3,323,kennedy,1,0
2017783248,2.01778E+15,1212,0,robbery-car-jacking,robbery,11/21/2017 23:20,11/21/2017 23:30,11/21/2017 23:41,4565 E COLFAX AVE,3159007,1695065,-104.9345789,39.7403992,2,222,south-park-hill,1,0
2021361113,2.02136E+15,1212,0,robbery-car-jacking,robbery,6/25/2021 14:47,,6/25/2021 14:47,E 2ND AVE / N COOK ST,3155455,1687395,-104.9473752,39.7194036,3,311,cherry-creek,1,0
2017485766,2.01749E+15,1212,0,robbery-car-jacking,robbery,7/22/2017 23:00,,7/23/2017 1:29,7675 E COLFAX AVE,3168986,1695157,-104.8990929,39.7404759,2,223,east-colfax,1,0
2019510038,2.01951E+15,1212,0,robbery-car-jacking,robbery,8/12/2019 18:36,,8/12/2019 18:36,S FEDERAL BLVD / W EVANS AVE,3133680,1672421,-105.0250596,39.6786348,4,421,harvey-park,1,0
20192186,2.01922E+13,1212,0,robbery-car-jacking,robbery,1/2/2019 3:40,,1/2/2019 5:30,,3154326,1709158,-104.950921,39.7791654,2,212,elyria-swansea,1,0
2018552029,2.01855E+15,1212,0,robbery-car-jacking,robbery,8/13/2018 21:30,8/13/2018 22:00,8/13/2018 22:03,E 14TH AVE / N SPRUCE ST,3169422,1694514,-104.8975577,39.7387028,2,223,east-colfax,1,0
2019769549,2.01977E+15,1212,0,robbery-car-jacking,robbery,12/6/2019 5:24,,12/6/2019 5:24,1000 BLK S CLAY ST,3135060,1679309,-105.0200275,39.6975241,4,412,athmar-park,1,0
2017339064,2.01734E+15,1212,0,robbery-car-jacking,robbery,5/25/2017 10:15,,5/25/2017 10:17,,3143562,1692565,-104.9895493,39.7337873,6,611,civic-center,1,0
201925253,2.01925E+14,1212,0,robbery-car-jacking,robbery,1/11/2019 22:50,1/11/2019 23:05,1/11/2019 23:06,,3172547,1711156,-104.886046,39.78433,5,511,central-park,1,0
2021359886,2.02136E+15,1212,0,robbery-car-jacking,robbery,6/24/2021 23:21,,6/24/2021 23:21,,3169508,1691308,-104.8973275,39.7299002,3,321,lowry-field,1,0
202161113,2.02161E+14,1212,0,robbery-car-jacking,robbery,1/30/2021 10:50,1/30/2021 23:01,1/30/2021 23:01,2570 S DAYTON WAY,3175979,1670015,-104.8748421,39.6713267,3,323,hampden,1,0
2020564107,2.02056E+15,1212,0,robbery-car-jacking,robbery,9/19/2020 14:27,,9/19/2020 14:44,4600 BLK N PERRY ST,3129395,1709934,-105.0396078,39.7816759,1,111,berkeley,1,0
2021516319,2.02152E+15,1212,0,robbery-car-jacking,robbery,9/7/2021 16:00,,9/7/2021 20:20,,3208223,1707095,-104.7592272,39.7724519,5,523,gateway-green-valley-ranch,1,0
2020376999,2.02038E+15,1212,0,robbery-car-jacking,robbery,6/21/2020 0:01,6/21/2020 1:00,6/21/2020 2:45,7995 E MISSISSIPPI AVE,3170088,1679350,-104.8955483,39.6970627,3,321,windsor,1,0
2020445127,2.02045E+15,1212,0,robbery-car-jacking,robbery,7/22/2020 22:19,,7/22/2020 23:21,,3141672,1693222,-104.9962563,39.7356199,1,123,lincoln-park,1,0
2018437313,2.01844E+15,1212,0,robbery-car-jacking,robbery,6/29/2018 18:13,,6/29/2018 20:12,4655 N HUMBOLDT ST,3148569,1709844,-104.9713893,39.7811423,2,212,elyria-swansea,1,0
202166965,2.02167E+14,1212,0,robbery-car-jacking,robbery,2/2/2021 20:30,,2/2/2021 22:21,3200 BLK LAWRENCE ST,3147189,1703551,-104.9764283,39.7638891,2,211,five-points,1,0
20184838,2.01848E+13,1212,0,robbery-car-jacking,robbery,1/3/2018 3:05,1/3/2018 3:10,1/3/2018 3:58,500 BLOCK 24TH ST,3145919,1698953,-104.9810392,39.7512868,6,621,five-points,1,0
2019363843,2.01936E+15,1212,0,robbery-car-jacking,robbery,6/11/2019 7:19,6/11/2019 7:21,6/11/2019 8:03,S CHERRY ST / E ILIFF AVE,3159276,1671178,-104.9341514,39.6748199,3,314,university-hills,1,0
2021324987,2.02132E+15,1212,0,robbery-car-jacking,robbery,6/8/2021 16:44,,6/8/2021 17:53,18900 BLK E CHAFFEE PL,3206312,1709512,-104.765956,39.7791294,5,523,gateway-green-valley-ranch,1,0
2021542652,2.02154E+15,1212,0,robbery-car-jacking,robbery,9/20/2021 18:00,,9/20/2021 18:04,4900 BLK N STEELE ST,3154541,1711943,-104.9500961,39.7868071,2,212,elyria-swansea,1,0
2020370014,2.02037E+15,1212,0,robbery-car-jacking,robbery,6/17/2020 17:56,,6/17/2020 21:39,10700 BLK E DARTMOUTH AVE,3179637,1665333,-104.8619644,39.6584037,3,323,kennedy,1,0
2019160063,2.01916E+15,1212,0,robbery-car-jacking,robbery,3/13/2019 6:45,,3/13/2019 7:28,1000 BLK S GROVE ST,3133319,1679136,-105.0262178,39.6970742,4,412,westwood,1,0
201721619,2.01722E+14,1212,0,robbery-car-jacking,robbery,1/11/2017 2:18,,1/11/2017 2:51,1045 N SHERMAN ST,3144774,1692278,-104.9852458,39.7329807,6,623,capitol-hill,1,0
202138652,2.02139E+14,1212,0,robbery-car-jacking,robbery,1/20/2021 7:05,1/20/2021 7:10,1/20/2021 7:39,1004 N RALEIGH ST,3128975,1692255,-105.0414196,39.7331499,1,122,villa-park,1,0
2019654997,2.01965E+15,1212,0,robbery-car-jacking,robbery,10/13/2019 2:28,,10/13/2019 2:50,,3128436,1682535,-105.0435097,39.7064739,4,412,westwood,1,0
2021370330,2.02137E+15,1212,0,robbery-car-jacking,robbery,6/30/2021 0:46,,6/30/2021 1:27,,3128288,1691546,-105.0438749,39.731213,1,122,villa-park,1,0
202120777,2.02121E+14,1212,0,robbery-car-jacking,robbery,1/11/2021 18:23,,1/11/2021 19:31,801 S OSCEOLA ST,3129921,1680920,-105.038261,39.7020197,4,412,westwood,1,0
2021668130,2.02167E+15,1212,0,robbery-car-jacking,robbery,11/25/2021 21:00,,11/26/2021 8:50,E 40TH AVE / N YORK ST,3151952,1706799,-104.9594172,39.7727287,2,212,clayton,1,0
2017741985,2.01774E+15,1212,0,robbery-car-jacking,robbery,11/4/2017 21:25,,11/5/2017 19:43,E 16TH AVE / N HIGH ST,3150517,1695463,-104.9647599,39.741633,6,622,city-park-west,1,0
2021578975,2.02158E+15,1212,0,robbery-car-jacking,robbery,10/9/2021 2:00,,10/9/2021 9:06,1700 BLK CALIFORNIA ST,3143352,1697343,-104.9902006,39.746907,6,611,cbd,1,0
2018380771,2.01838E+15,1212,0,robbery-car-jacking,robbery,6/5/2018 19:05,,6/6/2018 18:17,1000 BLOCK W CEDAR AVE,3140916,1685068,-104.9991042,39.713247,3,311,baker,1,0
2018289638,2.01829E+15,1212,0,robbery-car-jacking,robbery,4/30/2018 20:30,4/30/2018 21:05,4/30/2018 22:30,,3134631,1679020,-105.0215575,39.6967369,4,422,ruby-hill,1,0
2019138180,2.01914E+15,1212,0,robbery-car-jacking,robbery,3/3/2019 9:45,,3/3/2019 10:39,2600 BLOCK CURTIS ST,3145563,1700852,-104.9822668,39.7565055,2,211,five-points,1,0
2021531352,2.02153E+15,1212,0,robbery-car-jacking,robbery,9/15/2021 6:30,9/15/2021 6:40,9/15/2021 7:31,3000 BLK N PERRY ST,3129425,1702458,-105.0396358,39.7611527,1,113,west-highland,1,0
2020503293,2.0205E+15,1212,0,robbery-car-jacking,robbery,8/19/2020 19:45,,8/19/2020 20:22,W ALAMEDA AVE / S CANOSA CT,3135277,1684282,-105.0191629,39.7111729,4,411,valverde,1,0
2019607587,2.01961E+15,1212,0,robbery-car-jacking,robbery,9/21/2019 1:00,,9/22/2019 16:23,815 N FEDERAL BLVD,3133453,1691054,-105.0255204,39.7297898,1,122,villa-park,1,0
201784562,2.01785E+14,1212,0,robbery-car-jacking,robbery,2/6/2017 22:19,,2/6/2017 22:50,1000 W EVANS AVE,3140794,1672320,-104.9997874,39.6782527,4,422,college-view-south-platte,1,0
2017279598,2.01728E+15,1212,0,robbery-car-jacking,robbery,4/30/2017 2:00,4/30/2017 2:20,4/30/2017 2:20,300 BLOCK S ELIOT ST,3133980,1683933,-105.0237794,39.7102336,4,412,athmar-park,1,0
2021519625,2.02152E+15,1212,0,robbery-car-jacking,robbery,9/9/2021 9:48,,9/9/2021 9:50,,3159627,1694849,-104.9323791,39.7397956,2,222,hale,1,0
2018496116,2.0185E+15,1212,0,robbery-car-jacking,robbery,7/21/2018 2:30,,7/22/2018 9:58,N DOWNING ST / WELTON ST,3148066,1701498,-104.973351,39.7582394,2,211,five-points,1,0
2019238416,2.01924E+15,1212,0,robbery-car-jacking,robbery,4/17/2019 0:40,,4/17/2019 1:52,2900 BLK N ELM ST,3160333,1701827,-104.9297129,39.7589392,2,221,north-park-hill,1,0
20215000014,2.0215E+16,1212,0,robbery-car-jacking,robbery,12/31/2020 11:32,,1/1/2021 15:15,1000 BLOCK N MONACO ST,3165376,1691990,-104.9120024,39.7318468,2,223,montclair,1,0
2020161337,2.02016E+15,1212,0,robbery-car-jacking,robbery,3/14/2020 0:00,,3/14/2020 1:52,811 S NEWTON ST,3130252,1680866,-105.0370856,39.7018669,4,412,westwood,1,0
202070832,2.02071E+14,1212,0,robbery-car-jacking,robbery,2/1/2020 2:40,,2/1/2020 3:06,781 S FEDERAL BLVD,3133511,1681121,-105.0254986,39.7025208,4,412,westwood,1,0
2021357088,2.02136E+15,1212,0,robbery-car-jacking,robbery,6/23/2021 18:32,,6/23/2021 19:43,1500 BLK N LOGAN ST,3145483,1695285,-104.982664,39.7412244,6,621,north-capitol-hill,1,0
2020500348,2.0205E+15,1212,0,robbery-car-jacking,robbery,8/14/2020 18:30,,8/18/2020 14:03,1200 BLK W ALAMEDA AVE,3140125,1684382,-105.0019292,39.7113757,4,411,valverde,1,0
2019256581,2.01926E+15,1212,0,robbery-car-jacking,robbery,4/24/2019 22:10,4/24/2019 22:20,4/24/2019 22:55,2300 BLOCK N POPLAR ST,3167496,1699040,-104.9043006,39.7511623,2,222,north-park-hill,1,0
2019211636,2.01921E+15,1212,0,robbery-car-jacking,robbery,4/5/2019 11:56,,4/5/2019 11:56,S FEDERAL BLVD / W ALAMEDA AVE,3133608,1684273,-105.0250953,39.7111723,4,412,westwood,1,0
201894992,2.01895E+14,1212,0,robbery-car-jacking,robbery,2/8/2018 23:20,,2/9/2018 0:49,E COLFAX AVE / PARK AVE,3149479,1694866,-104.9684633,39.7400108,6,622,cheesman-park,1,0
2020308968,2.02031E+15,1212,0,robbery-car-jacking,robbery,5/19/2020 16:24,,5/19/2020 16:47,6672 N TOWER RD,3204535,1723538,-104.7718782,39.8176711,5,522,dia,1,0
2019217951,2.01922E+15,1212,0,robbery-car-jacking,robbery,4/8/2019 3:00,,4/8/2019 4:26,7000 BLOCK E 48TH AVE,3166881,1710907,-104.9062119,39.7837499,2,221,northeast-park-hill,1,0
2017109050,2.01711E+15,1212,0,robbery-car-jacking,robbery,2/16/2017 16:30,,2/16/2017 16:57,7522 E BATES DR,3168834,1667642,-104.9002793,39.6649445,3,323,hampden,1,0
2020510547,2.02051E+15,1212,0,robbery-car-jacking,robbery,8/22/2020 20:00,,8/23/2020 7:32,3300 BLK W EXPOSITION AVE,3131948,1681752,-105.0310419,39.7042753,4,412,westwood,1,0
2018324173,2.01832E+15,1212,0,robbery-car-jacking,robbery,5/14/2018 13:22,,5/14/2018 13:22,2290 N FEDERAL BLVD,3133614,1698777,-105.0248043,39.7509885,1,121,jefferson-park,1,0
201848864,2.01849E+14,1212,0,robbery-car-jacking,robbery,1/20/2018 23:40,1/21/2018 0:02,1/21/2018 0:02,00 BLK N FEDERAL BLVD,3133517,1686502,-105.0253774,39.7172927,4,411,barnum,1,0
2021617981,2.02162E+15,1212,0,robbery-car-jacking,robbery,10/29/2021 18:00,,10/30/2021 4:34,E COLFAX AVE,3157937,1694961,-104.938386,39.7401319,2,222,hale,1,0
201757299,2.01757E+14,1212,0,robbery-car-jacking,robbery,1/26/2017 14:47,,1/26/2017 18:08,5000 N FEDERAL BLVD,3133548,1712160,-105.0247901,39.7877279,1,111,chaffee-park,1,0
2017807688,2.01781E+15,1212,0,robbery-car-jacking,robbery,12/3/2017 4:30,,12/3/2017 4:30,2061 ARAPAHOE ST,3143353,1699318,-104.9901577,39.7523287,6,611,five-points,1,0
2018496903,2.0185E+15,1212,0,robbery-car-jacking,robbery,7/22/2018 17:09,,7/22/2018 19:08,,3137194,1699331,-105.0120618,39.7524572,1,123,jefferson-park,1,0
2018119389,2.01812E+15,1212,0,robbery-car-jacking,robbery,2/19/2018 12:39,2/19/2018 12:44,2/19/2018 13:05,1700 BLOCK W 35TH AVE,3138664,1704117,-105.0067413,39.7655738,1,113,highland,1,0
2019262381,2.01926E+15,1212,0,robbery-car-jacking,robbery,4/27/2019 10:11,,4/27/2019 11:36,8100 W QUINCY AVE,3115859,1657637,-105.0886113,39.6382874,4,423,marston,1,0
2019172846,2.01917E+15,1212,0,robbery-car-jacking,robbery,3/19/2019 2:49,,3/19/2019 3:21,E TENNESSEE AVE / S BROADWAY ST,3144223,1679753,-104.9874561,39.6986055,3,313,baker,1,0
2017537599,2.01754E+15,1212,0,robbery-car-jacking,robbery,8/13/2017 5:00,,8/13/2017 5:27,4800 BLK N HALIFAX CT,3209173,1711929,-104.7557068,39.7857004,5,523,gateway-green-valley-ranch,1,0
2019788596,2.01979E+15,1212,0,robbery-car-jacking,robbery,12/14/2019 20:41,,12/14/2019 20:41,3800 BLK W 38TH AVE,3129917,1705581,-105.0378293,39.769719,1,111,berkeley,1,0
2019270230,2.01927E+15,1212,0,robbery-car-jacking,robbery,4/30/2019 20:45,,4/30/2019 23:38,E 16TH AVE / N YOSEMITE ST,3173043,1695728,-104.8846531,39.7419688,2,223,east-colfax,1,0
2021267465,2.02127E+15,1212,0,robbery-car-jacking,robbery,5/12/2021 14:47,,5/12/2021 14:47,4800 BLK N RALEIGH ST,3128925,1711022,-105.0412605,39.7846692,1,111,regis,1,0
2020351274,2.02035E+15,1212,0,robbery-car-jacking,robbery,6/7/2020 22:00,6/7/2020 22:15,6/7/2020 22:15,490 N FEDERAL BLVD,3133601,1688693,-105.0250381,39.7233062,4,411,valverde,1,0
2020681568,2.02068E+15,1212,0,robbery-car-jacking,robbery,11/19/2020 6:45,,11/19/2020 7:30,4800 BLK N ALCOTT ST,3135647,1710999,-105.0173432,39.7845104,1,111,chaffee-park,1,0
20215002127,2.0215E+16,1212,0,robbery-car-jacking,robbery,5/4/2021 17:30,,5/4/2021 17:30,700 BLK N LIPAN ST,3140089,1690355,-105.0019408,39.7277734,1,123,lincoln-park,1,0
2020589372,2.02059E+15,1212,0,robbery-car-jacking,robbery,10/2/2020 6:00,10/2/2020 6:30,10/2/2020 7:28,E 14TH AVE / N SPRUCE ST,3169422,1694514,-104.8975577,39.7387028,2,223,east-colfax,1,0
2021639423,2.02164E+15,1212,0,robbery-car-jacking,robbery,11/10/2021 16:00,,11/11/2021 11:44,,3193571,1716060,-104.8111092,39.7973781,5,521,montbello,1,0
2017718688,2.01772E+15,1212,0,robbery-car-jacking,robbery,10/26/2017 7:45,,10/26/2017 7:58,833 S QUIVAS ST,3138488,1680669,-105.0078193,39.7012072,4,412,athmar-park,1,0
2017414528,2.01741E+15,1212,0,robbery-car-jacking,robbery,6/24/2017 21:45,6/24/2017 21:52,6/24/2017 21:52,700 S TEJON ST,3137691,1681600,-105.0106339,39.7037748,4,412,athmar-park,1,0
2020741688,2.02074E+15,1212,0,robbery-car-jacking,robbery,12/23/2020 2:00,,12/23/2020 2:03,400 BLK E 13TH AVE,3145839,1693608,-104.9814322,39.7366151,6,623,capitol-hill,1,0
2018620505,2.01862E+15,1212,0,robbery-car-jacking,robbery,9/10/2018 12:30,,9/10/2018 13:33,4500 BLK N MARIPOSA WAY,3139624,1709035,-105.0032308,39.7790601,1,112,sunnyside,1,0
201719073,2.01719E+14,1212,0,robbery-car-jacking,robbery,1/10/2017 2:48,1/10/2017 2:50,1/10/2017 2:50,10200 BLOCK E GIRARD AVE,3178026,1664292,-104.8677119,39.6555768,3,323,hampden,1,0
2020411238,2.02041E+15,1212,0,robbery-car-jacking,robbery,7/6/2020 3:30,,7/6/2020 5:09,W 44TH AVE / N NAVAJO ST,3139362,1708122,-105.0041807,39.7765577,1,112,sunnyside,1,0
2018598687,2.0186E+15,1212,0,robbery-car-jacking,robbery,9/1/2018 16:47,,9/1/2018 16:47,,3133826,1666520,-105.0246506,39.6624329,4,422,college-view-south-platte,1,0
2018293062,2.01829E+15,1212,0,robbery-car-jacking,robbery,5/2/2018 7:22,,5/2/2018 7:22,1800 BLK E 38TH AVE,3150397,1705776,-104.9649706,39.7699457,2,211,cole,1,0
2020411255,2.02041E+15,1212,0,robbery-car-jacking,robbery,7/6/2020 3:30,7/6/2020 4:00,7/6/2020 4:45,,3176200,1710650,-104.8730608,39.7828725,5,511,central-park,1,0
2019158573,2.01916E+15,1212,0,robbery-car-jacking,robbery,3/12/2019 11:57,3/12/2019 13:56,3/12/2019 13:57,8275 E COLFAX AVE,3170963,1695161,-104.8920629,39.7404508,2,223,east-colfax,1,0
202018299,2.02018E+14,1212,0,robbery-car-jacking,robbery,1/9/2020 5:30,1/9/2020 5:39,1/9/2020 5:53,2300 BLK S HOOKER WAY,3132529,1670762,-105.0291794,39.6740969,4,421,harvey-park,1,0
20207227,2.02072E+13,1212,0,robbery-car-jacking,robbery,1/4/2020 4:12,,1/4/2020 4:17,4900 BLOCK N PERRY ST,3129577,1711427,-105.0389333,39.7857719,1,111,regis,1,0
2018253963,2.01825E+15,1212,0,robbery-car-jacking,robbery,4/16/2018 13:10,4/16/2018 13:15,4/16/2018 13:19,9000 BLOCK E LEHIGH AVE,3173566,1661384,-104.8836219,39.6476778,3,324,hampden-south,1,0
2017338731,2.01734E+15,1212,0,robbery-car-jacking,robbery,5/25/2017 7:50,,5/25/2017 8:02,800 BLOCK N DELAWARE ST,3142660,1691083,-104.9927858,39.7297328,1,123,lincoln-park,1,0
2020437829,2.02044E+15,1212,0,robbery-car-jacking,robbery,7/19/2020 6:23,,7/19/2020 7:38,2300 BLK W MULBERRY PL,3136507,1691429,-105.0146552,39.7307749,1,123,lincoln-park,1,0
2018204408,2.0182E+15,1212,0,robbery-car-jacking,robbery,3/27/2018 16:30,3/27/2018 16:47,3/27/2018 19:17,2930 W JEWELL AVE,3133873,1673657,-105.024351,39.6820251,4,422,college-view-south-platte,1,0
2019201174,2.0192E+15,1212,0,robbery-car-jacking,robbery,4/1/2019 1:00,4/1/2019 1:30,4/1/2019 2:39,S BELLAIRE ST / E WARREN AVE,3158350,1671833,-104.9374267,39.6766338,3,314,university-hills,1,0
202111635,2.02112E+14,1212,0,robbery-car-jacking,robbery,1/7/2021 3:00,,1/7/2021 5:35,W COLFAX AVE / N KNOX CT,3131533,1694885,-105.0322765,39.7403339,1,122,west-colfax,1,0
2021624154,2.02162E+15,1212,0,robbery-car-jacking,robbery,10/26/2021 20:00,,11/2/2021 15:16,W 41ST AVE / N KALAMATH ST,3140381,1706824,-105.0005808,39.7729792,1,112,sunnyside,1,0
2021687313,2.02169E+15,1212,0,robbery-car-jacking,robbery,12/6/2021 18:46,,12/6/2021 20:33,1500 BLK E LOUISIANA AVE,3149377,1677750,-104.9691817,39.6930256,3,312,washington-park,1,0
2020373761,2.02037E+15,1212,0,robbery-car-jacking,robbery,6/19/2020 15:29,6/19/2020 15:34,6/19/2020 16:11,,3171948,1682302,-104.888868,39.7051324,3,321,windsor,1,0
